ORDER_ID,OFFICE_CD,PART_CD,ORDER_YM,ORDER_DT,PROMISED_DT,ACTUAL_DT,ORDER_QTY,RECEIVED_QTY,UNIT_COST,CURRENCY,ORDER_AMOUNT,DELAY_DAYS,STATUS
PO0000050,KR-MDG,FG-007,202201,20220128,20220130,20220130,319,319,12000,KRW,3828000,0,DELIVERED
PO0000051,KR-MDG,FG-008,202201,20220104,20220106,20220106,120,120,28000,KRW,3360000,0,DELIVERED
PO0000052,KR-MDG,FG-008,202201,20220112,20220114,20220114,121,97,28000,KRW,3388000,0,PARTIAL
PO0000053,KR-MDG,FG-008,202201,20220120,20220122,20220122,127,127,28000,KRW,3556000,0,DELIVERED
PO0000054,KR-MDG,FG-008,202201,20220128,20220130,20220130,114,114,28000,KRW,3192000,0,DELIVERED
PO0000055,KR-MDG,FG-009,202201,20220104,20220106,20220106,183,183,24000,KRW,4392000,0,DELIVERED
PO0000056,KR-MDG,FG-009,202201,20220112,20220114,20220114,151,151,24000,KRW,3624000,0,DELIVERED
PO0000057,KR-MDG,FG-009,202201,20220120,20220122,20220122,184,184,24000,KRW,4416000,0,DELIVERED
PO0000058,KR-MDG,FG-009,202201,20220128,20220130,20220130,181,181,24000,KRW,4344000,0,DELIVERED
PO0000059,KR-MDG,FG-010,202201,20220104,20220106,20220106,130,98,16000,KRW,2080000,0,PARTIAL
PO0000060,KR-MDG,FG-010,202201,20220112,20220114,20220114,142,142,16000,KRW,2272000,0,DELIVERED
PO0000061,KR-MDG,FG-010,202201,20220120,20220122,20220122,178,178,16000,KRW,2848000,0,DELIVERED
PO0000062,KR-MDG,FG-010,202201,20220128,20220130,20220130,179,179,16000,KRW,2864000,0,DELIVERED
PO0000063,KR-SSU,FG-001,202201,20220104,20220106,20220106,171,171,22000,KRW,3762000,0,DELIVERED
PO0000064,KR-SSU,FG-001,202201,20220112,20220114,20220114,199,199,22000,KRW,4378000,0,DELIVERED
PO0000065,KR-SSU,FG-001,202201,20220120,20220122,20220122,201,201,22000,KRW,4422000,0,DELIVERED
PO0000066,KR-SSU,FG-001,202201,20220128,20220130,20220130,164,164,22000,KRW,3608000,0,DELIVERED
PO0000067,KR-SSU,FG-002,202201,20220104,20220106,20220106,246,246,18000,KRW,4428000,0,DELIVERED
PO0000068,KR-SSU,FG-002,202201,20220112,20220114,20220114,202,202,18000,KRW,3636000,0,DELIVERED
PO0000069,KR-SSU,FG-002,202201,20220120,20220122,20220122,263,263,18000,KRW,4734000,0,DELIVERED
PO0000070,KR-SSU,FG-002,202201,20220128,20220130,20220130,219,219,18000,KRW,3942000,0,DELIVERED
PO0000071,KR-SSU,FG-003,202201,20220104,20220106,20220106,125,125,32000,KRW,4000000,0,DELIVERED
PO0000072,KR-SSU,FG-003,202201,20220112,20220114,20220114,163,163,32000,KRW,5216000,0,DELIVERED
PO0000073,KR-SSU,FG-003,202201,20220120,20220122,20220122,167,167,32000,KRW,5344000,0,DELIVERED
PO0000074,KR-SSU,FG-003,202201,20220128,20220130,20220130,136,136,32000,KRW,4352000,0,DELIVERED
PO0000075,KR-SSU,FG-004,202201,20220104,20220106,20220106,194,194,25000,KRW,4850000,0,DELIVERED
PO0000076,KR-SSU,FG-004,202201,20220112,20220114,20220114,168,168,25000,KRW,4200000,0,DELIVERED
PO0000077,KR-SSU,FG-004,202201,20220120,20220122,20220122,186,186,25000,KRW,4650000,0,DELIVERED
PO0000078,KR-SSU,FG-004,202201,20220128,20220130,20220130,153,153,25000,KRW,3825000,0,DELIVERED
PO0000079,KR-SSU,FG-007,202201,20220104,20220106,20220106,263,263,12000,KRW,3156000,0,DELIVERED
PO0000080,KR-SSU,FG-007,202201,20220112,20220114,20220114,250,250,12000,KRW,3000000,0,DELIVERED
PO0000081,KR-SSU,FG-007,202201,20220120,20220122,20220122,295,295,12000,KRW,3540000,0,DELIVERED
PO0000082,KR-SSU,FG-007,202201,20220128,20220130,20220130,279,279,12000,KRW,3348000,0,DELIVERED
PO0000083,KR-SSU,FG-008,202201,20220104,20220106,20220106,120,94,28000,KRW,3360000,0,PARTIAL
PO0000084,KR-SSU,FG-008,202201,20220112,20220114,20220114,106,91,28000,KRW,2968000,0,PARTIAL
PO0000085,KR-SSU,FG-008,202201,20220120,20220122,20220122,128,128,28000,KRW,3584000,0,DELIVERED
PO0000086,KR-SSU,FG-008,202201,20220128,20220130,20220130,112,112,28000,KRW,3136000,0,DELIVERED
PO0000087,KR-SSU,FG-009,202201,20220104,20220106,20220106,144,144,24000,KRW,3456000,0,DELIVERED
PO0000088,KR-SSU,FG-009,202201,20220112,20220114,20220114,153,153,24000,KRW,3672000,0,DELIVERED
PO0000089,KR-SSU,FG-009,202201,20220120,20220122,20220122,170,170,24000,KRW,4080000,0,DELIVERED
PO0000090,KR-SSU,FG-009,202201,20220128,20220130,20220130,190,190,24000,KRW,4560000,0,DELIVERED
PO0000091,KR-SSU,FG-010,202201,20220104,20220106,20220106,156,156,16000,KRW,2496000,0,DELIVERED
PO0000092,KR-SSU,FG-010,202201,20220112,20220114,20220114,152,152,16000,KRW,2432000,0,DELIVERED
PO0000093,KR-SSU,FG-010,202201,20220120,20220122,20220122,166,166,16000,KRW,2656000,0,DELIVERED
PO0000094,KR-SSU,FG-010,202201,20220128,20220130,20220130,178,178,16000,KRW,2848000,0,DELIVERED
PO0000095,US-LAX,FG-001,202201,20220116,20220206,20220204,915,915,22000,USD,15484.62,0,DELIVERED
PO0000096,US-LAX,FG-002,202201,20220116,20220206,20220206,847,847,18000,USD,11727.69,0,DELIVERED
PO0000097,US-LAX,FG-003,202201,20220116,20220206,20220211,525,525,32000,USD,12923.08,5,DELAYED
PO0000098,US-LAX,FG-005,202201,20220116,20220206,20220210,449,449,45000,USD,15542.31,4,DELAYED
PO0000099,US-LAX,FG-006,202201,20220116,20220206,20220211,324,324,55000,USD,13707.69,5,DELAYED
PO0000100,US-LAX,FG-008,202201,20220116,20220206,20220213,579,579,28000,USD,12470.77,7,DELAYED
PO0000101,US-LAX,FG-009,202201,20220116,20220206,20220210,692,692,24000,USD,12775.38,4,DELAYED
PO0000102,US-LAX,RM-003,202201,20220116,20220206,20220216,35,35,35000,USD,942.31,10,DELAYED
PO0000103,SEA-SGP,FG-002,202201,20220116,20220130,20220202,685,685,18000,USD,9484.62,3,DELIVERED
PO0000104,SEA-SGP,FG-003,202201,20220116,20220130,20220203,385,385,32000,USD,9476.92,4,DELAYED
PO0000105,SEA-SGP,FG-004,202201,20220116,20220130,20220131,511,511,25000,USD,9826.92,1,DELIVERED
PO0000106,SEA-SGP,FG-007,202201,20220116,20220130,20220131,719,719,12000,USD,6636.92,1,DELIVERED
PO0000107,SEA-SGP,FG-009,202201,20220116,20220130,20220130,427,427,24000,USD,7883.08,0,DELIVERED
PO0000108,SEA-SGP,PK-001,202201,20220116,20220130,20220130,1576,1576,1200,USD,1454.77,0,DELIVERED
PO0000109,SEA-SGP,PK-002,202201,20220116,20220130,20220202,483,483,2500,USD,928.85,3,DELIVERED
PO0000110,SEA-JKT,FG-002,202201,20220116,20220203,20220207,837,837,18000,USD,11589.23,4,DELAYED
PO0000111,SEA-JKT,FG-007,202201,20220116,20220203,20220201,1273,1273,12000,USD,11750.77,0,DELIVERED
PO0000112,SEA-JKT,FG-009,202201,20220116,20220203,20220210,589,589,24000,USD,10873.85,7,DELAYED
PO0000113,SEA-JKT,FG-010,202201,20220116,20220203,20220201,534,534,16000,USD,6572.31,0,DELIVERED
PO0000114,SEA-JKT,PK-001,202201,20220116,20220203,20220203,2036,2036,1200,USD,1879.38,0,DELIVERED
PO0000115,SEA-BKK,FG-002,202201,20220116,20220201,20220209,712,712,18000,USD,9858.46,8,DELAYED
PO0000116,SEA-BKK,FG-003,202201,20220116,20220201,20220206,369,369,32000,USD,9083.08,5,DELAYED
PO0000117,SEA-BKK,FG-007,202201,20220116,20220201,20220208,847,847,12000,USD,7818.46,7,DELAYED
PO0000118,SEA-BKK,FG-009,202201,20220116,20220201,20220205,511,511,24000,USD,9433.85,4,DELAYED
PO0000119,SEA-BKK,PK-002,202201,20220116,20220201,20220202,579,579,2500,USD,1113.46,1,DELIVERED
PO0000120,KR-ICN,FG-001,202202,20220208,20220215,20220215,331,331,22000,KRW,7282000,0,DELIVERED
PO0000121,KR-ICN,FG-001,202202,20220222,20220301,20220301,358,358,22000,KRW,7876000,0,DELIVERED
PO0000122,KR-ICN,FG-002,202202,20220208,20220215,20220215,494,494,18000,KRW,8892000,0,DELIVERED
PO0000123,KR-ICN,FG-002,202202,20220222,20220301,20220301,430,322,18000,KRW,7740000,0,PARTIAL
PO0000124,KR-ICN,FG-003,202202,20220208,20220215,20220215,239,239,32000,KRW,7648000,0,DELIVERED
PO0000125,KR-ICN,FG-003,202202,20220222,20220301,20220301,284,284,32000,KRW,9088000,0,DELIVERED
PO0000126,KR-ICN,FG-004,202202,20220208,20220215,20220215,289,289,25000,KRW,7225000,0,DELIVERED
PO0000127,KR-ICN,FG-004,202202,20220222,20220301,20220301,373,373,25000,KRW,9325000,0,DELIVERED
PO0000128,KR-ICN,FG-005,202202,20220208,20220215,20220215,191,191,45000,KRW,8595000,0,DELIVERED
PO0000129,KR-ICN,FG-005,202202,20220222,20220301,20220301,213,213,45000,KRW,9585000,0,DELIVERED
PO0000130,KR-ICN,FG-006,202202,20220208,20220215,20220215,150,150,55000,KRW,8250000,0,DELIVERED
PO0000131,KR-ICN,FG-006,202202,20220222,20220301,20220301,125,125,55000,KRW,6875000,0,DELIVERED
PO0000132,KR-ICN,FG-007,202202,20220208,20220215,20220215,621,621,12000,KRW,7452000,0,DELIVERED
PO0000133,KR-ICN,FG-007,202202,20220222,20220301,20220301,640,640,12000,KRW,7680000,0,DELIVERED
PO0000134,KR-ICN,FG-008,202202,20220208,20220215,20220215,253,253,28000,KRW,7084000,0,DELIVERED
PO0000135,KR-ICN,FG-008,202202,20220222,20220301,20220301,235,235,28000,KRW,6580000,0,DELIVERED
PO0000136,KR-ICN,FG-009,202202,20220208,20220215,20220215,328,328,24000,KRW,7872000,0,DELIVERED
PO0000137,KR-ICN,FG-009,202202,20220222,20220301,20220302,340,340,24000,KRW,8160000,1,DELIVERED
PO0000138,KR-ICN,FG-010,202202,20220208,20220215,20220215,360,360,16000,KRW,5760000,0,DELIVERED
PO0000139,KR-ICN,FG-010,202202,20220222,20220301,20220301,298,298,16000,KRW,4768000,0,DELIVERED
PO0000140,KR-ICN,RM-001,202202,20220208,20220215,20220215,21,21,8500,KRW,178500,0,DELIVERED
PO0000141,KR-ICN,RM-001,202202,20220222,20220301,20220301,19,19,8500,KRW,161500,0,DELIVERED
PO0000142,KR-ICN,RM-002,202202,20220208,20220215,20220215,10,7,120000,KRW,1200000,0,PARTIAL
PO0000143,KR-ICN,RM-002,202202,20220222,20220301,20220301,10,10,120000,KRW,1200000,0,DELIVERED
PO0000144,KR-ICN,RM-003,202202,20220208,20220215,20220215,15,15,35000,KRW,525000,0,DELIVERED
PO0000145,KR-ICN,RM-003,202202,20220222,20220301,20220301,13,13,35000,KRW,455000,0,DELIVERED
PO0000146,KR-ICN,PK-001,202202,20220208,20220215,20220214,1115,1115,1200,KRW,1338000,0,DELIVERED
PO0000147,KR-ICN,PK-001,202202,20220222,20220301,20220301,807,807,1200,KRW,968400,0,DELIVERED
PO0000148,KR-ICN,PK-002,202202,20220208,20220215,20220215,433,433,2500,KRW,1082500,0,DELIVERED
PO0000149,KR-ICN,PK-002,202202,20220222,20220301,20220301,335,335,2500,KRW,837500,0,DELIVERED
PO0000150,KR-MDG,FG-001,202202,20220204,20220206,20220206,191,191,22000,KRW,4202000,0,DELIVERED
PO0000151,KR-MDG,FG-001,202202,20220211,20220213,20220213,196,196,22000,KRW,4312000,0,DELIVERED
PO0000152,KR-MDG,FG-001,202202,20220218,20220220,20220220,203,203,22000,KRW,4466000,0,DELIVERED
PO0000153,KR-MDG,FG-001,202202,20220225,20220227,20220227,167,167,22000,KRW,3674000,0,DELIVERED
PO0000154,KR-MDG,FG-002,202202,20220204,20220206,20220206,196,196,18000,KRW,3528000,0,DELIVERED
PO0000155,KR-MDG,FG-002,202202,20220211,20220213,20220213,237,237,18000,KRW,4266000,0,DELIVERED
PO0000156,KR-MDG,FG-002,202202,20220218,20220220,20220220,226,194,18000,KRW,4068000,0,PARTIAL
PO0000157,KR-MDG,FG-002,202202,20220225,20220227,20220227,229,229,18000,KRW,4122000,0,DELIVERED
PO0000158,KR-MDG,FG-003,202202,20220204,20220206,20220206,122,122,32000,KRW,3904000,0,DELIVERED
PO0000159,KR-MDG,FG-003,202202,20220211,20220213,20220213,132,132,32000,KRW,4224000,0,DELIVERED
PO0000160,KR-MDG,FG-003,202202,20220218,20220220,20220220,129,129,32000,KRW,4128000,0,DELIVERED
PO0000161,KR-MDG,FG-003,202202,20220225,20220227,20220227,137,137,32000,KRW,4384000,0,DELIVERED
PO0000162,KR-MDG,FG-004,202202,20220204,20220206,20220206,177,177,25000,KRW,4425000,0,DELIVERED
PO0000163,KR-MDG,FG-004,202202,20220211,20220213,20220213,143,143,25000,KRW,3575000,0,DELIVERED
PO0000164,KR-MDG,FG-004,202202,20220218,20220220,20220220,153,153,25000,KRW,3825000,0,DELIVERED
PO0000165,KR-MDG,FG-004,202202,20220225,20220227,20220227,139,139,25000,KRW,3475000,0,DELIVERED
PO0000166,KR-MDG,FG-007,202202,20220204,20220206,20220206,264,264,12000,KRW,3168000,0,DELIVERED
PO0000167,KR-MDG,FG-007,202202,20220211,20220213,20220213,266,266,12000,KRW,3192000,0,DELIVERED
PO0000168,KR-MDG,FG-007,202202,20220218,20220220,20220220,283,283,12000,KRW,3396000,0,DELIVERED
PO0000169,KR-MDG,FG-007,202202,20220225,20220227,20220227,257,257,12000,KRW,3084000,0,DELIVERED
PO0000170,KR-MDG,FG-008,202202,20220204,20220206,20220206,137,108,28000,KRW,3836000,0,PARTIAL
PO0000171,KR-MDG,FG-008,202202,20220211,20220213,20220213,117,117,28000,KRW,3276000,0,DELIVERED
PO0000172,KR-MDG,FG-008,202202,20220218,20220220,20220220,107,107,28000,KRW,2996000,0,DELIVERED
PO0000173,KR-MDG,FG-008,202202,20220225,20220227,20220227,104,104,28000,KRW,2912000,0,DELIVERED
PO0000174,KR-MDG,FG-009,202202,20220204,20220206,20220206,193,193,24000,KRW,4632000,0,DELIVERED
PO0000175,KR-MDG,FG-009,202202,20220211,20220213,20220213,189,189,24000,KRW,4536000,0,DELIVERED
PO0000176,KR-MDG,FG-009,202202,20220218,20220220,20220220,152,152,24000,KRW,3648000,0,DELIVERED
PO0000177,KR-MDG,FG-009,202202,20220225,20220227,20220227,139,139,24000,KRW,3336000,0,DELIVERED
PO0000178,KR-MDG,FG-010,202202,20220204,20220206,20220206,152,152,16000,KRW,2432000,0,DELIVERED
PO0000179,KR-MDG,FG-010,202202,20220211,20220213,20220213,145,145,16000,KRW,2320000,0,DELIVERED
PO0000180,KR-MDG,FG-010,202202,20220218,20220220,20220220,129,129,16000,KRW,2064000,0,DELIVERED
PO0000181,KR-MDG,FG-010,202202,20220225,20220227,20220227,178,178,16000,KRW,2848000,0,DELIVERED
PO0000182,KR-SSU,FG-001,202202,20220204,20220206,20220206,217,217,22000,KRW,4774000,0,DELIVERED
PO0000183,KR-SSU,FG-001,202202,20220211,20220213,20220213,223,223,22000,KRW,4906000,0,DELIVERED
PO0000184,KR-SSU,FG-001,202202,20220218,20220220,20220220,182,182,22000,KRW,4004000,0,DELIVERED
PO0000185,KR-SSU,FG-001,202202,20220225,20220227,20220227,165,165,22000,KRW,3630000,0,DELIVERED
PO0000186,KR-SSU,FG-002,202202,20220204,20220206,20220206,210,210,18000,KRW,3780000,0,DELIVERED
PO0000187,KR-SSU,FG-002,202202,20220211,20220213,20220213,228,228,18000,KRW,4104000,0,DELIVERED
PO0000188,KR-SSU,FG-002,202202,20220218,20220220,20220220,217,217,18000,KRW,3906000,0,DELIVERED
PO0000189,KR-SSU,FG-002,202202,20220225,20220227,20220227,237,237,18000,KRW,4266000,0,DELIVERED
PO0000190,KR-SSU,FG-003,202202,20220204,20220206,20220206,165,165,32000,KRW,5280000,0,DELIVERED
PO0000191,KR-SSU,FG-003,202202,20220211,20220213,20220213,154,154,32000,KRW,4928000,0,DELIVERED
PO0000192,KR-SSU,FG-003,202202,20220218,20220220,20220220,155,155,32000,KRW,4960000,0,DELIVERED
PO0000193,KR-SSU,FG-003,202202,20220225,20220227,20220227,164,164,32000,KRW,5248000,0,DELIVERED
PO0000194,KR-SSU,FG-004,202202,20220204,20220206,20220206,165,165,25000,KRW,4125000,0,DELIVERED
PO0000195,KR-SSU,FG-004,202202,20220211,20220213,20220213,194,194,25000,KRW,4850000,0,DELIVERED
PO0000196,KR-SSU,FG-004,202202,20220218,20220220,20220220,176,176,25000,KRW,4400000,0,DELIVERED
PO0000197,KR-SSU,FG-004,202202,20220225,20220227,20220227,148,148,25000,KRW,3700000,0,DELIVERED
PO0000198,KR-SSU,FG-007,202202,20220204,20220206,20220206,258,258,12000,KRW,3096000,0,DELIVERED
PO0000199,KR-SSU,FG-007,202202,20220211,20220213,20220213,326,326,12000,KRW,3912000,0,DELIVERED
PO0000200,KR-SSU,FG-007,202202,20220218,20220220,20220220,282,282,12000,KRW,3384000,0,DELIVERED
PO0000201,KR-SSU,FG-007,202202,20220225,20220227,20220227,271,271,12000,KRW,3252000,0,DELIVERED
PO0000202,KR-SSU,FG-008,202202,20220204,20220206,20220206,108,108,28000,KRW,3024000,0,DELIVERED
PO0000203,KR-SSU,FG-008,202202,20220211,20220213,20220213,129,129,28000,KRW,3612000,0,DELIVERED
PO0000204,KR-SSU,FG-008,202202,20220218,20220220,20220220,116,116,28000,KRW,3248000,0,DELIVERED
PO0000205,KR-SSU,FG-008,202202,20220225,20220227,20220227,101,101,28000,KRW,2828000,0,DELIVERED
PO0000206,KR-SSU,FG-009,202202,20220204,20220206,20220206,194,194,24000,KRW,4656000,0,DELIVERED
PO0000207,KR-SSU,FG-009,202202,20220211,20220213,20220213,188,188,24000,KRW,4512000,0,DELIVERED
PO0000208,KR-SSU,FG-009,202202,20220218,20220220,20220220,154,154,24000,KRW,3696000,0,DELIVERED
PO0000209,KR-SSU,FG-009,202202,20220225,20220227,20220227,193,193,24000,KRW,4632000,0,DELIVERED
PO0000210,KR-SSU,FG-010,202202,20220204,20220206,20220206,175,123,16000,KRW,2800000,0,PARTIAL
PO0000211,KR-SSU,FG-010,202202,20220211,20220213,20220213,154,154,16000,KRW,2464000,0,DELIVERED
PO0000212,KR-SSU,FG-010,202202,20220218,20220220,20220220,128,128,16000,KRW,2048000,0,DELIVERED
PO0000213,KR-SSU,FG-010,202202,20220225,20220227,20220227,174,174,16000,KRW,2784000,0,DELIVERED
PO0000214,US-LAX,FG-001,202202,20220215,20220308,20220308,749,749,22000,USD,12675.38,0,DELIVERED
PO0000215,US-LAX,FG-002,202202,20220215,20220308,20220313,1034,1034,18000,USD,14316.92,5,DELAYED
PO0000216,US-LAX,FG-003,202202,20220215,20220308,20220314,661,661,32000,USD,16270.77,6,DELAYED
PO0000217,US-LAX,FG-005,202202,20220215,20220308,20220311,417,357,45000,USD,14434.62,3,PARTIAL
PO0000218,US-LAX,FG-006,202202,20220215,20220308,20220308,279,279,55000,USD,11803.85,0,DELIVERED
PO0000219,US-LAX,FG-008,202202,20220215,20220308,20220309,447,447,28000,USD,9627.69,1,DELIVERED
PO0000220,US-LAX,FG-009,202202,20220215,20220308,20220308,750,750,24000,USD,13846.15,0,DELIVERED
PO0000221,US-LAX,RM-003,202202,20220215,20220308,20220311,31,31,35000,USD,834.62,3,DELIVERED
PO0000222,SEA-SGP,FG-002,202202,20220215,20220301,20220303,655,655,18000,USD,9069.23,2,DELIVERED
PO0000223,SEA-SGP,FG-003,202202,20220215,20220301,20220302,401,401,32000,USD,9870.77,1,DELIVERED
PO0000224,SEA-SGP,FG-004,202202,20220215,20220301,20220302,580,580,25000,USD,11153.85,1,DELIVERED
PO0000225,SEA-SGP,FG-007,202202,20220215,20220301,20220305,783,783,12000,USD,7227.69,4,DELAYED
PO0000226,SEA-SGP,FG-009,202202,20220215,20220301,20220301,581,581,24000,USD,10726.15,0,DELIVERED
PO0000227,SEA-SGP,PK-001,202202,20220215,20220301,20220302,1434,1434,1200,USD,1323.69,1,DELIVERED
PO0000228,SEA-SGP,PK-002,202202,20220215,20220301,20220303,558,558,2500,USD,1073.08,2,DELIVERED
PO0000229,SEA-JKT,FG-002,202202,20220215,20220305,20220304,824,632,18000,USD,11409.23,0,PARTIAL
PO0000230,SEA-JKT,FG-007,202202,20220215,20220305,20220303,1116,1116,12000,USD,10301.54,0,DELIVERED
PO0000231,SEA-JKT,FG-009,202202,20220215,20220305,20220310,724,724,24000,USD,13366.15,5,DELAYED
PO0000232,SEA-JKT,FG-010,202202,20220215,20220305,20220314,559,559,16000,USD,6880.0,9,DELAYED
PO0000233,SEA-JKT,PK-001,202202,20220215,20220305,20220305,1737,1737,1200,USD,1603.38,0,DELIVERED
PO0000234,SEA-BKK,FG-002,202202,20220215,20220303,20220310,742,742,18000,USD,10273.85,7,DELAYED
PO0000235,SEA-BKK,FG-003,202202,20220215,20220303,20220308,384,384,32000,USD,9452.31,5,DELAYED
PO0000236,SEA-BKK,FG-007,202202,20220215,20220303,20220303,836,836,12000,USD,7716.92,0,DELIVERED
PO0000237,SEA-BKK,FG-009,202202,20220215,20220303,20220306,483,483,24000,USD,8916.92,3,DELIVERED
PO0000238,SEA-BKK,PK-002,202202,20220215,20220303,20220304,666,666,2500,USD,1280.77,1,DELIVERED
PO0000239,KR-ICN,FG-001,202203,20220308,20220315,20220315,368,368,22000,KRW,8096000,0,DELIVERED
PO0000240,KR-ICN,FG-001,202203,20220324,20220331,20220331,432,432,22000,KRW,9504000,0,DELIVERED
PO0000241,KR-ICN,FG-002,202203,20220308,20220315,20220316,427,427,18000,KRW,7686000,1,DELIVERED
